text,label,category,language,source_dataset
"Gasolina & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Joining in 5mins,SAFE,SAFE,English,Scam/Spam India Dataset
Lenskart Last weekend of EOSS Sale! Get upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply Nearest Store lskt.me/u4,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Data Alert! 8.73MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
It may take some time,SAFE,SAFE,English,Scam/Spam India Dataset
Ã°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
How can I ?,SAFE,SAFE,English,Scam/Spam India Dataset
Merry Christmas to all,SAFE,SAFE,English,Scam/Spam India Dataset
Ã°ÂÂÂI just sold as well I think in the current market conditions making a profit is already a good outcome,SAFE,SAFE,English,Scam/Spam India Dataset
Reasons for recommending this stock,SAFE,SAFE,English,Scam/Spam India Dataset
"Only on Vi - unused Data from Monday to Friday? Binge and use all this Data with rollover on Sat-Sun! Know more, click bit.ly/GetViApp or dial 121369.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"The Shoppers Stop Showstoppers Beauty Sale IS HERE!!! Enjoy 4 Days of Upto 50% Off on the Hottest Brands in Cosmetics, Skincare, Fragrances & more at bit.ly/SSSSBAS & our app. Click bit.ly/SSWAShp & say Hi to opt-in & start shopping on WhatsApp with our Personal Shopper. T&C",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Regarding the domestic market,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Imtiaz facing issues ?,SAFE,SAFE,English,Scam/Spam India Dataset
"Dear , Prize Pool- 5,00,00,000 (5 Crore). Rs.8850 welcome bonus. Grand Finale Tournament on Junglee Rummy! Join Now http://1.gmg.im/bqei3P",SCAM,PHISHING,English,Scam/Spam India Dataset
"Falling is rising, stay calm, and join me in seizing the opportunity to buy new multi-billion stocks tomorrow.",SAFE,SAFE,English,Scam/Spam India Dataset
Don't miss out on FREE 2GB Data! Download and register on Airtel Thanks App today. T&C Claim now : i.airtel.in/2gb_rc14,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Yes many times trends are very similar,SAFE,SAFE,English,Scam/Spam India Dataset
Today ranga was reviewing the shift handover report ask rithika,SAFE,SAFE,English,Scam/Spam India Dataset
Good evening Mr Arvind Singh,SAFE,SAFE,English,Scam/Spam India Dataset
Exclusive invite only for FIRST CITIZEN members. Click bit.ly/SStprFg & Join us in this EXCLUSIVE LIVE in-store shopping experience today at 9 PM! Find out the Best Fragrances to own or gift this festive season only at Shoppers Stop's SHOWSTOPPERS streaming directly from the store to your screens!,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Recharge with Rs 399 & get 1.5GB/Day + Unlimited Calls for 56Days! Enjoy nonstop Data from 12-6am+Weekdays' leftover Data on Weekends. Click bit.ly/ViRC20,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Alert!! Your Unlimited pack Validity will expire in 3 Days!Upgrade to Vi Bada Plans!Recharge 599=1.5GB/Day+Unlimited Calls for 84 Days.Click bit.ly/VIApp20,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Hi Imtiyaz,",SAFE,SAFE,English,Scam/Spam India Dataset
Any negative data now can amplify investors' fearÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
Which stock we r talking about,SAFE,SAFE,English,Scam/Spam India Dataset
"The above are the momentum stocks recommended by Professor Sohan Sharma. If you have already purchased them, please let me know the buying price so I can provide timely advice later on. If you haven't bought them yet, you can still consider making a purchase. If there are any further recommendations, I will notify everyone as soon as possible",SAFE,SAFE,English,Scam/Spam India Dataset
"Hello! We love that you found what you were looking for at Pantaloons. Pls take a few seconds & help us know you better, click s.cplry.com/MjAyODAxOTAxKzE .",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Good morning, everyone! After gathering energy for a day, let's unleash it together today",SAFE,SAFE,English,Scam/Spam India Dataset
?Siddharth left,SAFE,SAFE,English,Scam/Spam India Dataset
"Ã°ÂÂ Â°Ã ̄Â ̧ÂNifty 50 rose 173 points this week, an increase of +0.71%",SAFE,SAFE,English,Scam/Spam India Dataset
Buy 1 Get 3 Free! We have mind-blowing deals @ Epic Fashion Sale Top brands on discount | Explore & shop now with Free Shipping http://smsd.in/bc0H1TrpB,SCAM,PHISHING,English,Scam/Spam India Dataset
CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/2GB_FR,SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
"Data Alert! 61.68MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Will join soon,SAFE,SAFE,English,Scam/Spam India Dataset
"Congratulations, you're now enjoying benefits at BEST MARKET PRICE. Continue recharging with same Airtel Pack & enjoy FREE rewards. Visit i.airtel.in/RchNow",SCAM,LOTTERY_SCAM,English,Scam/Spam India Dataset
""" There are several requirements that need to be met to turn pure technical analysis into money. The first and most important is to determine when a trend begins or ends. The key to making money is to catch the trend as soon as possible. While this may seem easy in theory, making money consistently requires more work, skill and experience.""",SAFE,SAFE,English,Scam/Spam India Dataset
"Alert! Your Unlimited pack is expiring on 28/10/21. Recharge with 1)299:4GB/D+UL,28D 2)399:1.5GB/D+UL,56D 3)599:1.5GB/D+UL,84D Click bit.ly/ViRC20",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
I tried it's not reachable,SAFE,SAFE,English,Scam/Spam India Dataset
Not able to open the network options,SAFE,SAFE,English,Scam/Spam India Dataset
The person you were calling at 19:33 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,SCAM,PHISHING,English,Scam/Spam India Dataset
Will the assistant share anything tonight?,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
"TATA IPL is LIVE on Disney+ Hotstar Mobile! Get 1 year subscription, 2GB/day & UL calls for 28 days at Rs499. Click i.airtel.in/CricketIPL",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
I will be joining late by 2- 2,SAFE,SAFE,English,Scam/Spam India Dataset
"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/ii3XBw Team Refyne",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
""" Good afternoon, investors. The market has now closed, so let's do a quick summary.""",SAFE,SAFE,Hinglish,Scam/Spam India Dataset
Trump has consistently shown a lack of respect for the Federal Reserve's independence,SAFE,SAFE,English,Scam/Spam India Dataset
Last chance to move First Forward on shoppersstop.com & app Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points + Bonus points bit.ly/BRP421 T&C,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"This Mother's Day, find a gift for your #FirstLove Click bit.ly/SS_MDAY shop at shoppersstop.com & Earn 10X reward points + Bonus Points bit.ly/BRP421 T&C",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
""" In Wednesday's trading, the activity in options related to the Secured Overnight Financing Rate (SOFR) indicated that traders are unwinding bets on a 50 basis point rate cut. SOFR closely follows the Federal Reserve's policy path, and traders seem to be adjusting other dovish bets, as swap market pricing leans toward a 25 basis point rate cut rather than a 50 basis point cut. Before making these adjustments, the so-called core CPI for July (which excludes food and energy costs) increased by 3.2% year-over-year, still the lowest rate since early 2021.""",SAFE,SAFE,English,Scam/Spam India Dataset
"Ã°ÂÂÂIf the index rises to 24,600 points today, the profits of the stocks we hold will definitely increase significantly.",SAFE,SAFE,English,Scam/Spam India Dataset
Forwarded,SAFE,SAFE,English,Scam/Spam India Dataset
Last Day to move First Forward this weekend on shoppersstop.com Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points+Bonus points bit.ly/BRP421 T&C,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Yes this slight movement in the US markets shouldn't affect the domestic market,SAFE,SAFE,English,Scam/Spam India Dataset
Ã Â¤Â®Ã Â¥ÂÃ Â¤ÂÃ Â¤Â ̈Ã Â¥Â Ã Â¤Â ̧Ã Â¥ÂÃ Â¤ÂÃ Â¥ÂÃ Â¤ÂÃ Â¥ÂÃ Â¤Â ̧ Ã Â¤Â¬Ã Â¥ÂÃ Â¤Â Ã Â¤Â¦Ã Â¤Â¿Ã Â¤Â Ã Â¤Â1Ã Â¥ÂÃ Â¤Â Ã Â¤Â Ã Â¤Â¬ Ã Â¤Â¦Ã Â¥ÂÃ Â¤ÂaÃ Â¤Â1Ã Â¤Â° Ã Â¤ÂÃ Â¥Â Ã Â¤Â ̧Ã Â¤Â¿Ã Â¤Â«Ã Â¤Â3⁄4Ã Â¤Â°Ã Â¤Â¿Ã Â¤Â¶ Ã Â¤ÂÃ Â¤Â3⁄4 Ã Â¤ÂÃ Â¤ÂÃ Â¤Â¤Ã Â¤ÂÃ Â¤Â3⁄4Ã Â¤Â° Ã Â¤ÂÃ Â¤Â° Ã Â¤Â°Ã Â¤Â1Ã Â¤Â3⁄4 Ã Â¤Â1Ã Â¥ÂÃ Â¤ÂI,SAFE,SAFE,English,Scam/Spam India Dataset
Key Points,SAFE,SAFE,English,Scam/Spam India Dataset
Trends are not lines they are directions,SAFE,SAFE,English,Scam/Spam India Dataset
Restarting my laptop,SAFE,SAFE,English,Scam/Spam India Dataset
Thank you for the update I've already sold,SAFE,SAFE,English,Scam/Spam India Dataset
"MAHA CashBack Weekend Sale@SMART Point Store,B2G1 Parle Milano 250g,B2G1 CloseUp Red Paste 300g + Assured Extra 10% CashBack,Click bit.ly/384zM6D TC",SCAM,REFUND_SCAM,English,Scam/Spam India Dataset
The horizontal trend is to maintain a certain fluctuation within a certain range,SAFE,SAFE,English,Scam/Spam India Dataset
Thank you. I have a question,SAFE,SAFE,English,Scam/Spam India Dataset
???????????? Cool,SAFE,SAFE,English,Scam/Spam India Dataset
"Your best friend on your mobile - Vi WhatsApp ! Get talk time details, check balance, track Data usage & much! Click wa.me/919654297000?text=balance",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Good evening sir,SAFE,SAFE,Hinglish,Scam/Spam India Dataset
"As you predicted, it started to rise in the afternoon.",SAFE,SAFE,English,Scam/Spam India Dataset
Just now he joined,SAFE,SAFE,English,Scam/Spam India Dataset
"Buy 2 & Get 1 FREE On EVERYTHING. Extra 10% discount, if Vaccinated bit.ly/2Um09nj @ UNLIMITED FASHION STORES. Watch collection : bit.ly/36MqbmD TnC",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Valid till 14th March. TnC : bit.ly/3vdC7ss,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Ã°ÂÂÂoÃ°ÂÂÂ ̧The annual rate of the overall CPI in the United States in July was 2.9%, which was the first time it returned to below 3.0 since March 2021, slightly lower than the expected 3%, but the monthly rate rebounded from -0.1% to 0.2% as expected. At the same time, the year-on-year growth rate of the core CPI in July fell to 3.2%, and the month-on-month growth rate rebounded from 0.1% to 0.2% as expected.",SAFE,SAFE,English,Scam/Spam India Dataset
How can I help you,SAFE,SAFE,English,Scam/Spam India Dataset
If it closes at 555.00 today it should continue to rise tomorrow,SAFE,SAFE,English,Scam/Spam India Dataset
Stock indices may still continue to fall tomorrow,SAFE,SAFE,English,Scam/Spam India Dataset
"Whoever wants to learn and part of this activity, please join war room",SAFE,SAFE,English,Scam/Spam India Dataset
Hi Team.,SAFE,SAFE,English,Scam/Spam India Dataset
Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ Wishing all investors a happy weekend.,SAFE,SAFE,English,Scam/Spam India Dataset
Pls join Daily touchpoint call. I will join lil bit late ..,SAFE,SAFE,English,Scam/Spam India Dataset
"Hi Team, I'll login 30 mins late",SAFE,SAFE,English,Scam/Spam India Dataset
""" What is the Fibonacci extension, and how do you use it? How to draw Fibonacci Extensions?""",SAFE,SAFE,Hinglish,Scam/Spam India Dataset
"Don't miss out on Unlimited Hellotunes,Ad-free music & more.Recharge with Rs98,get WYNK Premium for 28days, 5GB data,valid till current pack i.airtel.in/RechargeNow",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
LAST DAY Rs.250 credited as unconditional FREE UNLIMITED Cash Points in your account to shop at UNLIMITED Fashion Store. Hurry ! TnC : bit.ly/3eNrGpI,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Tareekh pe tareekh ab aur nahi! Na slots na tokens, get groceries in 19 min with Dunzo Daily! Get up to 50% OFF & FREE delivery. dunzo.onelink.me/jWqC/Homepage",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"During Vigilance Awareness Week (VAW)-2022 from 31st October to 6th November, 2022, join in DoTs endeavor for a Corruption free India for a developed Nation and take e-pledge at https://pledge.cvc.nic.in.",SCAM,PHISHING,English,Scam/Spam India Dataset
Awesome,SAFE,SAFE,English,Scam/Spam India Dataset
Good evening Mr. Vijay.. Happy holidays to you and your wife on this great festival,SAFE,SAFE,English,Scam/Spam India Dataset
It feels like it might continue to rise,SAFE,SAFE,English,Scam/Spam India Dataset
"Collect ur FREE GIFT only at ur favorite UNLIMITED Fashion Store, Kammanahalli. Visit the store now and grab your exclusive unconditional gift! NO T&C Apply.",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Durga Puja Special Offer@SMART Point Store,BOGO Bikaji Gulab Jamun 1Kg,B2G1 Bingo Potato Chilli Chip 60g,Good Life Mix Dry Fruits 500g Rs 279, bit.ly/3cbREQe TC",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"1 year FREE subscription of Amazon Prime & Disney+Hotstar + FREE 30 days on Airtel Xstream Fiber + Rs 500 cashback. Switch to Airtel Black now, click i.airtel.in/blackPreDSL",SCAM,REFUND_SCAM,English,Scam/Spam India Dataset
At 2,SAFE,SAFE,English,Scam/Spam India Dataset
"Celebrate this Diwali with 75% off on salary withdrawals upto ?3,000. Hurry!! The offer expires on 13th Nov. Sign up now weurl.co/uihHtX Team Refyne",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"MSCI adjusts its weights annually based on market changes, typically in May and November. Consumer goods and infrastructure are also sectors worth paying attention to, especially in the context of government policies aimed at economic development. These areas are expected to benefit from capital inflows and domestic economic growth.",SAFE,SAFE,English,Scam/Spam India Dataset
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 27/Kg,Sweet Corn Rs 14/Pc,Papaya Rs 27/Kg,Also at SMART &SMART Point store bit.ly/3iLAjlj 28Jul,TC",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
Thank you for your hard work. Ms. Rama also contacted me today to express her condolences. Thank you very much for your effortsÃ°ÂÂÂ,SAFE,SAFE,English,Scam/Spam India Dataset
"Hi Siddhartha, I have updated sheet for work from home.",SAFE,SAFE,English,Scam/Spam India Dataset
However the market is not expected to perform too poorly this week,SAFE,SAFE,English,Scam/Spam India Dataset
Alert!50%: data is consumed. Get 5GB data topup at just Rs98 valid till your current pack. Click i.airtel.in/Get-Data,SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Hi! The validity of your Daily Data pack has expired. Continue to browse at 4p/10Kb. To buy a Data pack, click bit.ly/ViDataRC or dial *121#",SCAM,OTHER_SCAM,English,Scam/Spam India Dataset
"Dear Customer, enjoy free online transactions and many more features with your Kotak811 digital savings account. Apply now: https://kotk.in/ePQBER -KBank",SCAM,BANK_FRAUD,English,Scam/Spam India Dataset
